instance_id,algorithm,seed,reported_cost,eval_distance,eval_num_routes,eval_penalty,eval_penalized_cost,reported_minus_eval,feasible_capacity,feasible_coverage,feasible_fleet,lower_bound_vehicles,vehicles_allowed,runtime_seconds,converged_iteration
instance_n20,Ant Colony (MMAS),6,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.9297065734863281,64
instance_n20,Ant Colony (MMAS),7,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.8426961898803711,49
instance_n20,Ant Colony (MMAS),8,58490.4619140625,58490.4619140625,4,0.0,58490.4619140625,0.0,True,True,True,4,5,0.821812629699707,96
instance_n20,Ant Colony (MMAS),9,61295.5947265625,61295.5947265625,4,0.0,61295.5947265625,0.0,True,True,True,4,5,0.7018702030181885,97
instance_n20,Ant Colony (MMAS),10,58401.4755859375,58401.4755859375,4,0.0,58401.4755859375,0.0,True,True,True,4,5,0.7814884185791016,99
instance_n20,QPSO-Optimized,1,64414.482421875,64414.482421875,5,0.0,64414.482421875,0.0,True,True,True,4,5,0.8178985118865967,0
instance_n20,QPSO-Optimized,2,64208.8779296875,64208.8779296875,5,0.0,64208.8779296875,0.0,True,True,True,4,5,0.7512376308441162,65
instance_n20,QPSO-Optimized,3,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.6160550117492676,5
instance_n20,QPSO-Optimized,4,64198.7099609375,64198.7099609375,5,0.0,64198.7099609375,0.0,True,True,True,4,5,0.7919521331787109,75
instance_n20,QPSO-Optimized,5,63472.2685546875,63472.2685546875,5,0.0,63472.2685546875,0.0,True,True,True,4,5,0.8804869651794434,5
instance_n20,QPSO-Optimized,6,64214.3525390625,64214.3525390625,5,0.0,64214.3525390625,0.0,True,True,True,4,5,1.0130784511566162,5
instance_n20,QPSO-Optimized,7,58381.8544921875,58381.8544921875,4,0.0,58381.8544921875,0.0,True,True,True,4,5,0.8043785095214844,90
instance_n20,QPSO-Optimized,8,61537.859375,61537.859375,4,0.0,61537.859375,0.0,True,True,True,4,5,0.709381103515625,30
instance_n20,QPSO-Optimized,9,64214.3525390625,64214.3525390625,5,0.0,64214.3525390625,0.0,True,True,True,4,5,0.7312123775482178,10
instance_n20,QPSO-Optimized,10,62370.048828125,62370.048828125,5,0.0,62370.048828125,0.0,True,True,True,4,5,0.7054102420806885,40
instance_n50,Nearest Neighbor,1,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0004062652587890625,0
instance_n50,Nearest Neighbor,2,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0004334449768066406,0
instance_n50,Nearest Neighbor,3,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0004432201385498047,0
instance_n50,Nearest Neighbor,4,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0003750324249267578,0
instance_n50,Nearest Neighbor,5,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0005774497985839844,0
instance_n50,Nearest Neighbor,6,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0004649162292480469,0
instance_n50,Nearest Neighbor,7,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0004150867462158203,0
instance_n50,Nearest Neighbor,8,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.00047516822814941406,0
instance_n50,Nearest Neighbor,9,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0003838539123535156,0
instance_n50,Nearest Neighbor,10,3184609.0224609375,184609.0224609375,11,3000000.0,3184609.0224609375,0.0,True,True,False,10,8,0.0006260871887207031,0
instance_n50,Clarke-Wright,1,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.009755373001098633,0
instance_n50,Clarke-Wright,2,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.01018834114074707,0
instance_n50,Clarke-Wright,3,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.006185770034790039,0
instance_n50,Clarke-Wright,4,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.006831169128417969,0
instance_n50,Clarke-Wright,5,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.006138801574707031,0
instance_n50,Clarke-Wright,6,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.005832195281982422,0
instance_n50,Clarke-Wright,7,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.006484031677246094,0
instance_n50,Clarke-Wright,8,3149027.943359375,149027.943359375,11,3000000.0,3149027.943359375,0.0,True,True,False,10,8,0.005784749984741211,0
